FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,4.9723801612854,4.255320072174072,8.588959693908691,2.205879926681519,3.68097996711731,4.516129970550537,0.0,6.0,5.454549789428711,2.439019918441772,2.312139987945557,3.225810050964355,4.561399936676025,,,0.0,1.282050013542175,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,55.91397857666016,66.0,51.0638313293457,53.75,47.3684196472168,61.11111068725586,41.97531127929688,39.33332824707031,48.76033020019531,28.75,57.64706039428711,29.85074996948242,34.8684196472168,,,0.0,4.347829818725586,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0889300033450127,0.064470000565052,0.1682000011205673,0.0410399995744228,0.0777100026607513,0.0738999992609024,0.0,0.152539998292923,0.1118599995970726,0.0848399996757507,0.0401099994778633,0.1080600023269653,0.1308200061321259,,,0.0,0.294869989156723,,,,,,,
A,Annual,ABW,Aruba,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,22.26276969909668,25.6944408416748,24.12450981140137,13.92045021057129,15.0,25.30611991882324,12.59259033203125,22.66666984558105,23.77622032165527,9.824560165405272,20.54264068603516,13.39031028747559,15.10297012329102,,,0.0,2.222219944000244,,,,,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,2.530869960784912,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,5.356669902801514,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,0.4724699854850769,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,4.58942985534668,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,5.233089923858643,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,13.48585033416748,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,0.3880400061607361,,,
A,Annual,AFG,Afghanistan,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,11.24512004852295,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,1.428570032119751,,,,,,,,,,,,,3.84810996055603,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,0.0,,,,,,,,,,,,,5.524940013885498,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,2.0,,,,,,,,,,,,,0.6965000033378601,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,0.5813999772071838,,,,,,,,,,,,,4.74075984954834,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,18.57143020629883,,,,,,,,,,,,,9.866080284118652,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,18.62745094299316,,,,,,,,,,,,,13.8942699432373,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,0.9969900250434875,,,,,,,,,,,,,0.7100800275802612,,,,,,,,
A,Annual,AGO,Angola,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,18.60465049743652,,,,,,,,,,,,,12.01045989990234,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,AIA,Anguilla,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.3154599964618683,,,1.009029984474182,,,,,,,,1.616549968719482,,,,3.876039981842041,3.297569990158081,4.366990089416504,4.663780212402344,3.676529884338379,3.40300989151001,3.255840063095093,3.83132004737854,4.506330013275146
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.7667700052261353,,,1.253479957580566,,,,,,,,3.267430067062378,,,,7.163559913635254,6.561769962310791,8.916850090026855,10.3741397857666,8.645560264587402,9.25666046142578,10.15497970581055,10.48843955993652,11.89743995666504
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.411410003900528,,,0.8049799799919128,,,,,,,,0.4947499930858612,,,,0.5410799980163574,0.5025399923324585,0.4897499978542328,0.4495599865913391,0.4252499938011169,0.3676300048828125,0.320609986782074,0.3652899861335754,0.3787600100040436
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.4646300077438354,0.7578999996185303,,1.076509952545166,,,,,,,,2.221640110015869,,,,5.054160118103027,4.485119819641113,6.007500171661377,6.757740020751953,5.34522008895874,5.433430194854736,5.598040103912354,6.075699806213379,7.080850124359131
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,3.40693998336792,,,3.744029998779297,,,,,,,,10.45962047576904,,,,14.92599010467529,13.45232009887695,14.70938014984131,15.19639015197754,13.64459991455078,13.76099967956543,12.04613018035889,14.06120014190674,15.3226203918457
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,14.3769998550415,,,12.39554023742676,,,,,,,,19.53355979919434,,,,23.90889930725098,25.1837100982666,27.58675003051758,30.01033020019531,29.06034088134766,32.06521987915039,31.17679023742676,34.08501815795898,36.01026153564453
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,0.2369700074195862,,,0.302049994468689,,,,,,,,0.5354700088500977,,,,0.6242899894714355,0.5341699719429016,0.5332000255584717,0.5063700079917908,0.4695299863815308,0.4291599988937378,0.3863799870014191,0.4125300049781799,0.4255099892616272
A,Annual,ALB,Albania,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,7.032730102539063,5.91165018081665,,6.132259845733643,,,,,,,,13.7854700088501,,,,18.1451301574707,17.7203197479248,19.35247993469238,20.62858963012695,18.82147026062012,20.11006927490234,18.54084014892578,20.81203079223633,22.5286693572998
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,15.0,22.22221946716309,9.090909957885742,10.0,0.0,,5.0,,,,3.174599885940552,,,0.0,1.960780024528503,4.545450210571289,0.0,4.0,5.263160228729248,1.818179965019226,3.125,3.75
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,77.77777862548828,68.42105102539062,65.21739196777344,57.57575988769531,55.17240905761719,,40.90908813476563,,,,21.0526294708252,,,0.0,0.0,0.0,2.439019918441772,0.0,34.0,10.25640964508057,28.2608699798584,20.28985977172852
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,0.1928600072860718,0.3247900009155273,0.1393900066614151,0.173679992556572,0.0,,0.1222200021147728,,,,0.1507900059223175,,,0.0,2.0,2.0,0.0,2.0,0.1547999978065491,0.1772699952125549,0.1105799973011017,0.1848199963569641
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,34.48276138305664,45.94594955444336,37.77777862548828,34.92063140869141,38.09524154663086,,23.80952072143555,,,,7.317070007324219,,,0.0,1.388890027999878,2.352940082550049,0.9615399837493896,2.46914005279541,18.69158935546875,5.319149971008301,13.63636016845703,11.40939998626709
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,15.0,22.22221946716309,9.090909957885742,10.0,0.0,,5.0,,,,3.174599885940552,,,0.0,1.960780024528503,4.545450210571289,0.0,4.0,5.263160228729248,5.454549789428711,17.1875,3.75
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,77.77777862548828,68.42105102539062,65.21739196777344,57.57575988769531,55.17240905761719,,40.90908813476563,,,,21.0526294708252,,,5.0,14.28571033477783,2.439019918441772,34.14633941650391,29.03226089477539,36.0,10.25640964508057,43.4782600402832,21.7391300201416
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,0.1928600072860718,0.3247900009155273,0.1393900066614151,0.173679992556572,0.0,,0.1222200021147728,,,,0.1507900059223175,,,0.0,0.1372500061988831,1.463410019874573,0.0,0.1377799957990646,0.1462000012397766,0.5318199992179871,0.3953100144863129,0.1724999994039536
A,Annual,AND,Andorra,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,34.48276138305664,45.94594955444336,37.77777862548828,34.92063140869141,38.09524154663086,,23.80952072143555,,,,7.317070007324219,,,2.127660036087036,5.555560111999512,3.529409885406494,13.46154022216797,13.58024978637695,19.62616920471191,7.446809768676758,28.18181991577148,12.08053970336914
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,9.507989883422852,11.39727973937988,,,6.229549884796143,7.049769878387451,6.799379825592041,,6.64778995513916,5.97976016998291,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,11.12055969238281,10.08411979675293,,,7.382440090179443,6.33443021774292,5.886889934539795,,6.293489933013916,6.292540073394775,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.8549900054931641,1.115219950675964,,,0.8438299894332886,1.101469993591309,1.134199976921082,,1.053290009498596,0.950290024280548,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,10.19312000274658,10.84834957122803,,,6.750800132751465,6.728960037231445,6.359640121459961,,6.425340175628662,6.144879817962646,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,18.4952392578125,20.65710067749023,,,16.53578948974609,17.33275032043457,22.20689964294434,,22.96600914001465,30.25506019592285,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,35.4156494140625,33.94321823120117,,,28.22138977050781,27.72647094726563,33.6732292175293,,35.73128890991211,35.73134994506836,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.5222300291061401,0.6085799932479858,,,0.5859299898147583,0.6251299977302551,0.6594799757003784,,0.64274001121521,0.8467400074005127,,,
A,Annual,ARE,United Arab Emirates,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,25.68419075012207,26.21099090576172,,,21.81908988952637,21.99403953552246,27.73270034790039,,30.98076057434082,33.14601898193359,,,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,3.241009950637817,2.592770099639893,1.989199995994568,2.129699945449829,1.796169996261597,,,,,,,,1.08080005645752,,0.8213099837303162,0.8481600284576416,0.7956100106239319,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,7.979529857635498,7.083469867706299,7.206270217895508,6.544300079345703,6.698840141296387,,,,,,,,4.663080215454102,,3.651550054550171,4.57289981842041,3.467600107192993,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,0.4061700105667114,0.3660300076007843,0.2760399878025055,0.3254300057888031,0.2681300044059753,,,,,,,,0.2317799925804138,,0.2249200046062469,0.1854699999094009,0.2294400036334991,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_ICT,Percentage of graduates from ICT programmes in tertiary education,_T,Total,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,4.942269802093506,4.105309963226318,3.778069972991943,3.703239917755127,3.522140026092529,3.334680080413818,,,,,,,2.303210020065308,,1.751760005950928,2.075099945068359,1.655709981918335,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,F,Female,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,9.639820098876951,9.189979553222656,8.044549942016602,9.91862964630127,9.14260959625244,,,,,,,,11.58697032928467,,10.24192047119141,10.75300025939941,10.58689975738525,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,M,Male,PT_GRDTS,Percentage of graduates,_Z,Not Applicable,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,21.19219017028809,20.06314086914063,20.18572044372559,22.64151000976563,21.88949012756348,,,,,,,,24.65839004516602,,22.11819076538086,23.77462005615234,23.70428085327148,
A,Annual,ARG,Argentina,UNESCO_UIS_GRAD_STEM,Percentage of graduates from STEM programmes in tertiary education,_T,Total,IX,Index,GPIA,Adjusted Gender Parity Index,MEAN,Mean,UNESCO_UIS,UNESCO Education Statistics,0,Units,A,Normal value,PU,Public,,,,,,,0.4548799991607666,0.458050012588501,0.3985300064086914,0.4380699992179871,0.4176700115203857,,,,,,,,0.4699000120162964,,0.4630500078201294,0.4522899985313416,0.446619987487793,
